"indicador","estrato","formulacao","npar","loglik","aicc","bic","ljung","eqm1","rrse"
"taxa","06-Norte de Minas","AR(6)",10,-113.78,252.9,267.1,0.0206,2.744,-150.13
"taxa","06-Norte de Minas","MA(1)",5,-90.2,191.7,200.2,0.0974,2.689,3.88
"taxa","06-Norte de Minas","MA(2)",6,-94.21,202.3,212.1,0.0425,2.443,5.51
"taxa","06-Norte de Minas","MA(3)",7,-100.47,217.5,228.6,0.0085,2.6,5.03
"taxa","06-Norte de Minas","MA(4)",8,-106.35,232,244.3,0.2244,2.918,3.27
"taxa","06-Norte de Minas","MA(5)",9,-113.21,248.7,262,0.0087,2.942,-295.32
"taxa","06-Norte de Minas","MA(6)",10,-118.52,262.4,276.6,0.0057,2.824,-817.3
"taxa","06-Norte de Minas","MA(4) desenho",8,-104.04,227.4,239.7,0.1706,2.604,-1.28
"taxa","07-Vale do Rio Doce","Ruído branco",4,-86.81,182.5,189.4,0.0815,2.706,14.83
"taxa","07-Vale do Rio Doce","AR(1)",5,-88.78,188.9,197.3,0.3597,2.434,7.28
"taxa","07-Vale do Rio Doce","AR(2)",6,-94.19,202.2,212.1,0.3207,2.467,5.27
"taxa","07-Vale do Rio Doce","AR(3)",7,-99.28,215.1,226.2,0.3584,2.576,4.45
"taxa","07-Vale do Rio Doce","AR(4)",8,-105.04,229.4,241.7,0.1046,2.504,4.2
"taxa","07-Vale do Rio Doce","AR(5)",9,-108.96,240.2,253.5,0.1115,2.34,2.45
"taxa","07-Vale do Rio Doce","AR(6)",10,-117.33,260,274.2,0.1727,2.43,-225.72
"taxa","07-Vale do Rio Doce","MA(1)",5,-89.45,190.2,198.7,0.3259,2.373,9.56
"taxa","07-Vale do Rio Doce","MA(2)",6,-97.2,208.3,218.1,0.2734,2.548,5.32
"taxa","07-Vale do Rio Doce","MA(3)",7,-103.12,222.8,233.9,0.2963,2.56,4.43
"taxa","07-Vale do Rio Doce","MA(4)",8,-107.88,235.1,247.4,0.1077,2.346,4.48
"taxa","07-Vale do Rio Doce","MA(5)",9,-114.25,250.8,264.1,0.125,2.351,-238.58
"taxa","07-Vale do Rio Doce","MA(6)",10,-120.34,266,280.2,0.1473,2.451,-633.05
"taxa","07-Vale do Rio Doce","MA(4) desenho",8,-104.95,229.2,241.5,0.6072,2.127,-1.02
"taxa","08-Central","Ruído branco",4,-75.71,160.3,167.2,0.0653,2.026,16.28
"taxa","08-Central","AR(1)",5,-76.95,165.2,173.6,0.0252,1.773,9.91
"taxa","08-Central","AR(2)",6,-81.25,176.4,186.2,0.0117,1.764,9.87
"taxa","08-Central","AR(3)",7,-87.8,192.1,203.3,0.1338,1.829,8.46
"taxa","08-Central","AR(4)",8,-93.41,206.2,218.4,0.1021,1.837,7.44
"taxa","08-Central","AR(5)",9,-96.35,215,228.3,0.1041,1.901,7.4
"taxa","08-Central","AR(6)",10,-105.07,235.5,249.7,0.0014,1.797,-295.51
"taxa","08-Central","MA(1)",5,-78,167.3,175.7,0.0155,1.719,11.15
"taxa","08-Central","MA(2)",6,-84.16,182.2,192,0.0099,1.755,10.02
"taxa","08-Central","MA(3)",7,-90.27,197.1,208.2,0.0153,1.744,8.95
"taxa","08-Central","MA(4)",8,-96.73,212.8,225.1,0.1417,1.917,8.28
"taxa","08-Central","MA(5)",9,-103.45,229.2,242.5,0.1085,1.909,-212.84
"taxa","08-Central","MA(6)",10,-107.9,241.2,255.3,0.0013,1.693,-730.74
"taxa","08-Central","MA(4) desenho",8,-94.42,208.2,220.4,0.2673,1.62,-0.79
